item	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	20	21	22	23	24	25	26	27	28	29	30
112	3.5							2		3.5	3.5	5	3	4		2	4	4	3	3	2		5	2	5			4	
113		5	2						5	4								3.5		2			4		4	4	4	5	
114	3	5		3					2		2				4			3.5	4				4			2		3	4
115	3			3				2.5	5			5	4	5		4		4	3	4		3	5	3	4			5	
116	3	5				4.5			4		3		3	4	3			4			2		5		4			4	4
117					3.5			3		3	2								2		2		5		3		4	4	
118	4	5			5	3.5	4	3	5	2	3	2	4		4		3	4	4.5	4		5	5	4	5	4	5	5	3
119	3	4	4.5		4.5	5	4.5	4		5	3.5	5	5	5	5		5	5	3.5	3		5	5	4	5		3	5	4
120	5					2				3.5				4	4	3		4		4			3						
121	3	4.5	3.5	5	4.5	3.5		3	4	4.5	4.5	5	5	5	3	4	3.5	4	4	3	3.5	5	5		4	2.5	5	5	4
122	3	5				2						5		4				3.5	4.5	2	3		5		5	2		3	3
123	3							3				5	4	5				4		2			5		5	3			
124	4	5		4	4		3	2	5	2.5	4	5	5		4	3		4.5	3	5		3	5	2	5	4	5	5	
125	5	5	5		5	5	4.5	3	5	5	4	5	5	4	5	2		5	5	5			5		5		4		4
126			3.5		4.5	3.5	4.5	3	5		4.5	5	5	4	5	4	4	5	5	2		4	5		5		3		3
127	2.5					2								3			2						5			2.5			
128	4	4	3.5	5		5	4.5	3	5	4	3.5	5	5	4	4	2	5	4	4.5	2	3	4	5		4	5	4	5	4
129	4	4.5	2.5	5		3.5	3.5		2		2.5			4	4			5	4.5		4		5	4.5	2	5		5	4
130	4	5	4.5	5	4	4	3.5	5	4	4.5			5	3	4	4		5	3.5	4	5	3	5	5	4	2	5	5	5
131			4	5	4	3				4		2	3	4	4			3.5	4	4			5	2			5	5	
132	4				3									3				3.5					4		5				
133	3.5							2		3		5	3	4			4	3.5	3	3	2		5		5	4		4	
134		5			3.5			2		4.5		5	3	4					3.5	4	3		5		4	3			
135	4	4				5	4	4.5						4	4	2		5	4.5	4	4		5	5	4	4		5	5
136					3.5			2			4.5			3		5	4	3.5	3.5	4	2.5		5		2		5	3	
137	3.5	5		5		3		3.5		3.5	2	2	4	3		5		4	4				4		4	2	5		
138				4								2		2	4			3.5					3			2			
139	3.5				3.5			3						2				3.5					4			4			
140	4	4	3.5		3.5	4	4	4		5	4	5	5	5	5		5	4	2	3		4	5	3.5	4		3	5	4
141	4	5	3.5		5	4.5	4.5	4		5	4	4	5	5	4	3		5	3.5	4			5		5			5	3
142	3	4.5	3	5	4	3	3	3			4	4	3	4	3	4		3.5	3.5	3		4	5		3	4	4	5	3
143	5	4			4.5	3		5	4	4	3.5	3	2		5		3	4	4.5		5	4	5	3	5	4.5		4	2
144										4.5		3				4		5		3			5			3.5			
145	3.5	4						2			3		3			3					3		4			3.5		3	2
146	4					2		2			3	4	3			2		4			2	2	5		3	2	4		
147	4			5										4									4			2.5			
148	4	4		5		4.5	4	4	5	4	4	2	5	4		4		4	3.5	4			5	4	4	5	5		
149	3													2									4				4		
150	3			4				2			2	5	3	4			4		4	3	2		5	2	5	3.5		3	
