0	39	4
0	33	4
0	64	4
0	143	5
0	103	4
0	97	3
0	24	5
0	137	3.5
0	109	4
0	11	3
0	57	3
0	112	3.5
0	123	3
0	3	4
0	105	2
0	65	4
0	125	5
0	116	3
0	130	4
0	45	4
0	148	4
0	6	5
0	51	5
0	41	4
0	4	4
0	146	4
0	43	4
0	62	4
0	115	3
0	31	5
0	58	5
0	63	4
0	85	4
0	36	5
0	13	4
0	9	5
0	8	5
0	32	4
0	22	4
0	77	4
0	14	3
0	135	4
0	38	4
0	95	4
0	16	4
0	61	4
0	100	3
0	78	3
0	139	3.5
0	127	2.5
0	17	4
0	129	4
0	110	3
0	27	4
0	30	5
0	34	4
0	73	4
0	71	3
0	74	4
0	147	4
0	1	4
0	67	5
0	29	4
0	79	3
0	75	3
0	119	3
0	35	5
0	40	4
0	104	4
0	18	4
0	82	4
0	133	3.5
0	44	4
0	124	4
0	80	4
0	72	4
0	132	4
0	86	4
0	128	4
0	50	3
0	60	3
0	10	4
0	101	3.5
0	142	3
0	59	3
0	88	4
0	15	4
0	12	4
0	118	4
0	108	3
0	114	3
0	141	4
0	37	4
0	20	4
0	145	3.5
1	1	3
1	3	3.5
1	45	2.5
1	10	3.5
1	143	4
1	95	5
1	82	5
1	130	5
1	13	3
1	137	5
1	76	4
1	122	5
1	79	4
1	2	3
1	58	5
1	74	5
1	71	4
1	116	5
1	103	3
1	128	4
1	27	5
1	88	5
1	135	4
1	129	4.5
1	145	4
1	55	5
1	41	5
1	141	5
1	18	5
1	113	5
1	85	5
1	140	4
1	57	4
1	73	4
1	51	5
1	75	5
1	121	4.5
1	134	5
1	118	5
1	105	5
1	4	2.5
1	124	5
1	53	3.5
1	21	5
1	114	5
1	33	5
1	6	5
1	80	5
1	9	5
1	36	5
1	15	4
1	8	5
1	37	2
1	89	1.5
1	20	2.5
1	47	5
1	38	5
1	60	4.5
1	12	3.5
1	64	5
1	24	5
1	34	4
1	92	5
1	62	4.5
1	65	5
1	40	4.5
1	84	5
1	48	5
1	42	5
1	59	2.5
1	97	5
1	110	5
1	5	3.5
1	49	1.5
1	61	4.5
1	148	4
1	108	4.5
1	78	5
1	87	4.5
10	18	1
10	2	3
10	45	4.5
10	116	3
10	81	3.5
10	38	3.5
10	55	4
10	121	4.5
10	31	2
10	41	4.5
10	17	3
10	124	4
10	114	2
10	126	4.5
10	148	4
10	150	2
10	113	1
10	12	3.5
10	7	3
10	8	5
10	36	4
10	141	4
10	58	5
10	95	3.5
10	35	3
10	118	3
10	103	3.5
10	21	3.5
10	128	3.5
10	142	4
10	61	3.5
10	119	3.5
10	3	3
10	111	3
10	140	4
10	83	2
10	78	2.5
10	143	3.5
10	71	4
10	75	5
10	145	3
10	105	1
10	29	4
10	74	4
10	44	4.5
10	33	4
10	60	3
10	63	2
10	73	5
10	134	1.5
10	20	3.5
10	137	2
10	67	2.5
10	109	4
10	9	4
10	125	4
10	88	4.5
10	11	3.5
10	39	3.5
10	87	3.5
10	72	4.5
11	122	5
11	84	3
11	7	4
11	128	5
11	101	5
11	62	3
11	58	5
11	9	2
11	95	4
11	16	3
11	110	4
11	44	5
11	103	5
11	36	5
11	141	4
11	35	4
11	142	4
11	15	2
11	74	4
11	146	4
11	82	5
11	24	5
11	121	5
11	21	5
11	64	5
11	138	2
11	46	2
11	20	3
11	89	3
11	102	5
11	17	4
11	3	2
11	28	5
11	55	5
11	45	5
11	131	2
11	23	4
11	27	3
11	81	5
11	57	3
11	31	4
11	53	5
11	143	3
11	38	3
11	118	2
11	11	5
11	71	3
11	125	5
11	39	5
11	132	1
11	100	3
11	126	5
11	12	3
11	93	3
11	6	4
11	49	3
11	133	5
11	33	1
11	2	3
11	115	5
11	61	3
11	111	5
11	124	5
11	80	4
11	134	5
11	73	5
11	107	2
11	148	2
11	140	5
11	119	5
11	79	3
12	7	3
12	119	5
12	99	2
12	112	3
12	17	5
12	3	1
12	125	5
12	87	3
12	76	1
12	55	4
12	81	3
12	57	3
12	72	5
12	15	5
12	64	5
12	6	3
12	9	4
12	95	4
12	2	1
12	118	4
12	61	4
12	130	5
12	88	4
12	5	1
12	8	5
12	30	2
12	124	5
12	148	5
12	20	2
12	102	3
12	24	3
12	116	3
12	40	5
12	140	5
12	142	3
12	108	4
12	38	4
12	105	1
12	35	4
12	133	3
12	123	4
12	44	2
12	70	1
12	146	3
12	75	5
12	31	2
12	141	5
12	45	2
12	121	5
12	10	5
12	33	5
12	143	2
12	56	4
12	59	2
12	60	4
12	29	1
12	73	5
12	25	1
12	11	5
12	128	5
12	71	2
12	150	3
12	90	2
12	137	4
12	126	5
12	39	4
12	134	3
12	84	4
12	109	4
12	145	3
12	62	5
13	53	4
13	60	3
13	51	5
13	16	5
13	29	2
13	74	3
13	83	2
13	72	5
13	106	5
13	84	3
13	70	2
13	134	4
13	42	3
13	75	5
13	8	4
13	95	2
13	19	3
13	93	4
13	96	2
13	31	2
13	79	5
13	10	3
13	12	2
13	87	4
13	86	4
13	64	5
13	119	5
13	18	4
13	4	5
13	117	1
13	101	2
13	109	3
13	26	2
13	32	3
13	103	5
13	125	4
13	40	3
13	20	2
13	111	2
13	59	5
13	141	5
13	133	4
13	27	5
13	116	4
13	126	4
13	36	3
13	14	2
13	38	4
13	55	3
13	99	5
13	41	3
13	114	1
13	149	2
13	44	4
13	136	3
13	50	1
13	47	2
13	11	2
13	52	3
13	46	5
13	122	4
13	115	5
13	100	4
13	105	4
13	112	4
13	94	4
13	90	3
13	2	3
13	127	3
13	130	3
13	142	4
13	135	4
13	121	5
13	45	4
13	67	3
13	30	2
13	132	3
13	85	2
13	57	2
13	62	3
13	22	4
13	110	5
13	28	3
13	6	5
13	25	4
13	89	3
13	13	2
13	148	4
13	9	2
13	107	4
13	54	4
13	88	3
13	37	4
13	139	2
13	5	3
13	128	4
13	108	4
13	66	4
13	24	4
13	77	3
13	39	4
13	17	4
13	61	3
13	147	4
13	58	5
14	56	4
14	30	5
14	14	3
14	80	5
14	135	4
14	71	3
14	43	4
14	38	5
14	44	1
14	108	5
14	39	5
14	67	3
14	41	5
14	73	5
14	119	5
14	9	5
14	64	2
14	118	4
14	128	4
14	16	5
14	131	4
14	10	5
14	33	5
14	40	5
14	95	5
14	85	4
14	3	3
14	51	2
14	60	4
14	124	4
14	59	4
14	116	3
14	121	3
14	11	4
14	1	4
14	35	5
14	53	3
14	89	3
14	105	1
14	18	4
14	42	3
14	36	5
14	143	5
14	100	5
14	4	4
14	6	5
14	129	4
14	61	2
14	2	4
14	13	3
14	74	5
14	125	5
14	57	4
14	140	5
14	8	5
14	70	3
14	12	5
14	7	5
14	26	3
14	113	1
14	45	4
14	24	2
14	88	3
14	29	3
14	141	4
14	142	3
14	97	4
14	76	3
14	37	5
14	47	5
14	58	5
14	55	3
14	107	1
14	81	3
15	26	2
15	4	4
15	112	2
15	135	2
15	36	3
15	103	3
15	44	4
15	77	2
15	17	2
15	126	4
15	24	3
15	124	3
15	97	3
15	55	2
15	63	3
15	79	3
15	57	2
15	28	2
15	56	3
15	23	4
15	27	1
15	2	5
15	37	1
15	10	1
15	105	1
15	45	3
15	115	4
15	130	4
15	14	4
15	120	3
15	67	3
15	92	5
15	19	1
15	11	3
15	38	5
15	29	3
15	72	4
15	144	4
15	41	5
15	125	2
15	33	5
15	39	3
15	40	2
15	137	5
15	22	5
15	12	4
15	142	4
15	76	1
15	146	2
15	82	2
15	61	1
15	108	4
15	31	5
15	145	3
15	65	5
15	74	3
15	9	2
15	21	4
15	81	3
15	25	4
15	88	4
15	136	5
15	95	4
15	78	3
15	1	3
15	84	3
15	35	2
16	9	4
16	78	4
16	67	3.4
16	55	3
16	126	4
16	113	1
16	76	3
16	6	5
16	71	3.2
16	124	3.6
16	17	4.5
16	121	3.5
16	45	3
16	133	4
16	118	3
16	80	3
16	105	2
16	119	5
16	63	3.5
16	127	2
16	13	4
16	88	4.5
16	136	4
16	128	5
16	140	5
16	11	4
16	81	3
16	64	4
16	102	4
16	21	5
16	130	3.8
16	7	5
16	111	2.5
16	36	5
16	44	3
17	93	4
17	11	5
17	44	3.5
17	12	4
17	64	5
17	15	4.5
17	1	3
17	136	3.5
17	56	4
17	108	4.5
17	34	4.5
17	84	3.5
17	57	4
17	135	5
17	142	3.5
17	72	5
17	5	3
17	4	3.5
17	7	5
17	13	3
17	114	3.5
17	26	3
17	102	4
17	140	4
17	62	4
17	36	5
17	29	3.5
17	125	5
17	75	5
17	85	4
17	76	2
17	65	5
17	96	3
17	24	4
17	20	4
17	103	5
17	113	3.5
17	122	3.5
17	79	4.5
17	51	4
17	73	5
17	95	3
17	28	3.5
17	139	3.5
17	112	4
17	6	5
17	138	3.5
17	42	3.5
17	144	5
17	25	3.5
17	146	4
17	94	4
17	21	5
17	41	3.5
17	132	3.5
17	30	4
17	39	5
17	18	2
17	45	4
17	87	4
17	32	3.5
17	89	3.5
17	123	4
17	43	5
17	55	3.5
17	37	3
17	137	4
17	105	4
17	133	3.5
17	116	4
17	40	5
17	48	4
17	70	3.5
17	9	4
17	109	4
17	129	5
17	61	4
17	60	4
17	100	4
17	110	4
17	2	2
17	58	5
17	148	4
17	88	4.5
17	22	5
17	119	5
17	118	4
17	124	4.5
17	120	4
17	121	4
17	27	5
17	16	4
17	63	3.5
17	67	4
17	99	4
17	19	4
2	126	3.5
2	71	3.5
2	64	4.5
2	85	4.5
2	15	3.5
2	80	3
2	8	4
2	12	3
2	33	3.5
2	124	1
2	125	5
2	82	3
2	21	4.5
2	137	1.5
2	78	1.5
2	39	4.5
2	62	3.5
2	63	5
2	121	3.5
2	56	4.5
2	140	3.5
2	129	2.5
2	103	4
2	72	5
2	128	3.5
2	76	3
2	17	4
2	105	3
2	10	4.5
2	11	3.5
2	130	4.5
2	61	1
2	9	4
2	119	4.5
2	6	4.5
2	88	4
2	4	3
2	73	5
2	113	2
2	131	4
2	1	4
2	66	5
2	84	3
20	121	4
20	150	4
20	12	4
20	55	2.5
20	72	5
20	78	4
20	75	3
20	84	5
20	64	4.5
20	66	3
20	52	1.5
20	142	3.5
20	136	3.5
20	137	4
20	146	1.5
20	58	5
20	24	4
20	87	2.5
20	25	3
20	122	4.5
20	124	3
20	2	2
20	8	4
20	112	3
20	36	5
20	110	3.5
20	90	4
20	44	2.5
20	88	3
20	9	3
20	117	2
20	10	5
20	57	1.5
20	140	2
20	125	5
20	126	5
20	129	4.5
20	119	3.5
20	128	4.5
20	102	2
20	89	3
20	95	2
20	45	3.5
20	94	3.5
20	61	1
20	99	3.5
20	13	3
20	80	3.5
20	67	4.5
20	111	2.5
20	65	4
20	56	3
20	15	4
20	35	5
20	118	4.5
20	59	2
20	70	3
20	62	1.5
20	148	3.5
20	41	1.5
20	51	3.5
20	76	2.5
20	103	2.5
20	21	4
20	82	5
20	108	3
20	115	3
20	134	3.5
20	29	4
20	53	4.5
20	85	4.5
20	40	4.5
21	124	5
21	62	5
21	105	2
21	113	2
21	58	3
21	150	3
21	82	4
21	65	3
21	134	4
21	117	1
21	140	3
21	80	3
21	67	5
21	63	4
21	90	3
21	141	4
21	43	4
21	53	3
21	136	4
21	16	4
21	123	2
21	29	3
21	41	4
21	44	4
21	61	5
21	38	4
21	2	3
21	131	4
21	120	4
21	72	3
21	55	4
21	27	4
21	35	5
21	143	1
21	128	2
21	13	3
21	15	5
21	87	3
21	11	2
21	78	4
21	119	3
21	45	5
21	57	4
21	40	3
21	103	3
21	39	4
21	126	2
21	36	4
21	84	4
21	95	3
21	130	4
21	64	4
21	146	1
21	12	4
21	109	2
21	8	5
21	88	4
21	125	5
21	74	4
21	121	3
21	115	4
21	24	4
21	3	3
21	9	3
21	22	3
21	33	4
21	112	3
21	75	4
22	17	3
22	35	4
22	13	2
22	58	2
22	146	2
22	95	3
22	6	4
22	40	3.5
22	121	3.5
22	64	3
22	117	2
22	1	4
22	67	3.5
22	49	1.5
22	76	2
22	33	3.5
22	129	4
22	78	4.5
22	109	2
22	27	2
22	140	1
22	113	1
22	130	5
22	108	3
22	103	1
22	150	2
22	55	3
22	63	3.5
22	107	1
22	118	1
22	73	3
22	44	4
22	75	4.5
22	36	3
22	8	1
22	70	1
22	110	3
22	106	1
22	80	3.5
22	133	2
22	7	2.5
22	124	1
22	81	3
22	72	3
22	45	2.5
22	25	4
22	143	5
22	74	4
22	5	2
22	38	4.5
22	116	2
22	102	2
22	135	4
22	127	1.5
22	42	3
22	145	3
22	2	4
22	21	3
22	9	3
22	18	2
22	69	1
22	29	2
22	3	3
22	88	3.5
22	59	1.5
22	4	1
23	61	5
23	146	2
23	8	4
23	3	3
23	128	4
23	10	4
23	103	5
23	67	4
23	115	3
23	95	3
23	12	3
23	55	4
23	65	4
23	21	5
23	38	5
23	13	4
23	78	5
23	89	3
23	58	5
23	73	5
23	130	3
23	62	5
23	36	5
23	105	5
23	143	4
23	7	4
23	75	5
23	118	5
23	60	3
23	121	5
23	17	3
23	2	2
23	124	3
23	30	4
23	81	4
23	44	3
23	6	4
23	126	4
23	5	2
23	57	4
23	9	3
23	76	2
23	27	3
23	33	5
24	110	5
24	102	5
24	74	5
24	30	5
24	88	5
24	137	4
24	69	3
24	108	5
24	79	3
24	120	3
24	149	4
24	17	5
24	132	4
24	54	3
24	51	2
24	133	5
24	35	5
24	43	3
24	99	5
24	50	3
24	32	2
24	135	5
24	82	5
24	55	4
24	122	5
24	4	3
24	9	5
24	143	5
24	24	5
24	138	3
24	39	4
24	36	5
24	20	3
24	11	4
24	112	5
24	1	5
24	28	3
24	31	4
24	101	3
24	105	5
24	119	5
24	78	5
24	131	5
24	37	2
24	142	5
24	114	4
24	16	4
24	66	5
24	81	5
24	118	5
24	15	5
24	84	4
24	106	3
24	140	5
24	23	4
24	121	5
24	5	4
24	56	5
24	68	4
24	127	5
24	97	5
24	117	5
24	113	4
24	75	5
24	44	5
24	123	5
24	87	4
24	98	4
24	85	5
24	63	5
24	53	2
24	93	4
24	21	5
24	86	3
24	14	3
24	60	5
24	145	4
24	94	3
24	25	3
24	92	4
24	18	2
24	6	4
24	136	5
24	116	5
24	10	5
24	91	3
24	12	4
24	126	5
24	65	5
24	8	5
24	130	5
24	111	4
24	146	5
24	104	5
24	129	5
24	90	4
24	96	4
24	147	4
24	134	5
24	141	5
24	58	5
24	100	3
24	27	5
24	42	3
24	13	3
24	125	5
24	38	5
24	128	5
24	2	4
24	64	5
24	95	4
24	45	4
24	19	3
24	3	4
24	26	4
24	48	5
24	40	5
24	67	5
24	77	5
24	41	4
25	123	1
25	145	1
25	115	3
25	12	2
25	89	2
25	74	3
25	33	2
25	119	4
25	112	2
25	63	2
25	142	1
25	143	3
25	15	4
25	82	2
25	118	4
25	75	2
25	113	1
25	133	1
25	40	3
25	78	1
25	84	1
25	92	3
25	85	3.5
25	99	3
25	128	1
25	87	2
25	140	3.5
25	2	3
25	14	4
25	58	5
25	24	4
25	81	1
25	110	3.5
25	103	4
25	62	4
25	150	2
25	124	2
25	55	2
25	11	4
25	88	3
25	69	1
25	148	4
25	57	2
25	102	2
25	130	5
25	107	1
25	10	5
25	36	5
25	70	1
25	21	4
25	137	1
25	100	4
25	71	1
25	114	1
25	108	4
25	105	5
25	61	2
25	72	5
25	76	2
25	64	3.5
25	53	4
26	8	4
26	59	2
26	67	5
26	35	5
26	143	5
26	71	2
26	70	3
26	102	5
26	54	2
26	33	4
26	100	4
26	84	5
26	148	4
26	86	5
26	110	5
26	115	4
26	108	3
26	36	4
26	97	5
26	15	4
26	3	2
26	105	4
26	95	4
26	21	4
26	6	3
26	130	4
26	126	5
26	134	4
26	80	2
26	18	2
26	111	3
26	129	2
26	53	5
26	7	4
26	55	3
26	30	4
26	10	4
26	24	5
26	137	4
26	112	5
26	116	4
26	119	5
26	22	4
26	12	4
26	2	2
26	66	5
26	141	5
26	52	3
26	40	5
26	58	4
26	142	3
26	49	2
26	103	5
26	39	5
26	85	3
26	146	3
26	123	5
26	122	5
26	60	5
26	72	5
26	13	2
26	38	4
26	81	3
26	128	4
26	61	5
26	132	5
26	87	5
26	94	4
26	96	5
26	45	3
26	125	5
26	113	4
26	78	5
26	117	3
26	44	2
26	62	5
26	63	4
26	48	5
26	124	5
26	64	5
26	136	2
26	73	5
26	5	3
26	68	3
26	135	4
26	76	2
26	150	5
26	14	2
26	65	5
27	100	2
27	139	4
27	98	4
27	138	2
27	77	4
27	60	1
27	48	3
27	85	1
27	95	3
27	78	4.5
27	13	2
27	47	5
27	27	5
27	2	1
27	103	1
27	8	1
27	93	4
27	114	2
27	126	1
27	122	2
27	123	3
27	58	1
27	76	1.5
27	135	4
27	145	3.5
27	136	1
27	108	3
27	105	4.5
27	99	2.5
27	33	2
27	18	1
27	44	4
27	39	3
27	84	1
27	25	5
27	140	1
27	62	1
27	73	1
27	133	4
27	148	5
27	90	3.5
27	87	4
27	116	1
27	128	5
27	15	1
27	50	4
27	38	3
27	37	1
27	12	1
27	82	2
27	22	4
27	20	4
27	144	3.5
27	86	4
27	109	3.5
27	150	3.5
27	45	2
27	92	3.5
27	3	1
27	107	1
27	5	2
27	4	2
27	101	1.5
27	97	2
27	53	4
27	35	4
27	49	1
27	118	4
27	137	2
27	70	2
27	59	3
27	61	1
27	24	3
27	75	2.5
27	57	2
27	119	1
27	6	5
27	19	1
27	102	3
27	10	1
27	149	1.5
27	11	3.5
27	32	5
27	81	3.5
27	56	2
27	16	1.5
27	55	5
27	129	5
27	26	1
27	111	3.5
27	110	3.5
27	121	2.5
27	124	4
27	51	3
27	143	4.5
27	130	2
27	125	1
27	9	1
27	96	3
27	63	1
27	72	1
27	46	5
27	66	4
27	43	4.5
28	146	4
28	55	1
28	18	3
28	12	4
28	88	4
28	20	4
28	79	3
28	126	3
28	29	1
28	38	5
28	39	4
28	99	4
28	78	3
28	10	4
28	111	5
28	44	3
28	149	4
28	73	3
28	21	4
28	108	3
28	8	3
28	142	4
28	3	4
28	89	4
28	70	3
28	58	3
28	62	4
28	121	5
28	125	4
28	35	4
28	33	4
28	113	4
28	148	5
28	137	5
28	119	3
28	72	3
28	61	5
28	81	4
28	40	3
28	59	1
28	117	4
28	60	4
28	131	5
28	136	5
28	15	4
28	105	4
28	63	3
28	128	4
29	99	3
29	74	4
29	65	5
29	100	4
29	69	3
29	70	3
29	114	3
29	110	5
29	57	4
29	15	3
29	42	2
29	112	4
29	84	3
29	96	3
29	121	5
29	103	5
29	59	3
29	16	4
29	58	5
29	141	5
29	9	4
29	61	2
29	107	5
29	3	3
29	67	5
29	116	4
29	49	5
29	39	5
29	135	5
29	82	3
29	17	4
29	2	4
29	79	5
29	115	5
29	1	4
29	143	4
29	89	4
29	150	3
29	51	5
29	131	5
29	142	5
29	64	5
29	71	3
29	35	4
29	6	5
29	10	3
29	76	1
29	44	3
29	11	3
29	60	2
29	12	3
29	72	5
29	87	3
29	24	5
29	41	5
29	38	5
29	129	5
29	77	5
29	13	1
29	128	5
29	133	4
29	21	5
29	36	5
29	33	5
29	7	4
29	111	5
29	45	2
29	63	4
29	122	3
29	145	3
29	108	5
29	56	5
29	117	4
29	102	3
29	8	3
29	113	5
29	55	4
29	78	5
29	73	5
29	29	4
3	95	3
3	115	3
3	129	5
3	94	3
3	36	5
3	138	4
3	121	5
3	12	3
3	72	3
3	9	2
3	51	5
3	111	5
3	148	5
3	44	5
3	142	5
3	130	5
3	33	4
3	131	5
3	75	5
3	8	1
3	137	5
3	124	4
3	63	2
3	88	4
3	150	4
3	58	4
3	45	4
3	73	4
3	55	5
30	55	4
30	126	3
30	3	3
30	101	3
30	7	5
30	76	4
30	41	4
30	142	3
30	5	2
30	23	1
30	59	2
30	122	3
30	80	5
30	77	5
30	9	5
30	108	5
30	44	3
30	36	5
30	42	4
30	58	5
30	129	4
30	113	1
30	37	4
30	118	3
30	31	1
30	145	2
30	66	5
30	133	1
30	73	5
30	45	2
30	114	4
30	4	2
30	78	5
30	79	4
30	25	1
30	35	2
30	85	5
30	62	4
30	105	5
30	141	3
30	48	3
30	65	5
30	125	4
30	99	2
30	20	2
30	33	4
30	29	2
30	18	1
30	146	1
30	15	4
30	40	3
30	119	4
30	16	5
30	144	1
30	38	5
30	98	3
30	120	1
30	143	2
30	72	5
30	97	4
30	1	3
30	32	3
30	103	4
30	57	1
30	61	5
30	150	1
30	82	4
30	71	4
30	56	5
30	60	4
30	27	5
30	116	4
30	121	4
30	95	3
30	74	4
30	67	5
30	19	3
30	21	5
30	13	1
30	24	3
30	49	3
30	2	4
4	142	4
4	119	4.5
4	5	3
4	61	4
4	62	4
4	78	3.5
4	42	4
4	139	3.5
4	76	3
4	84	4.5
4	2	2
4	124	4
4	95	3
4	64	5
4	80	4
4	51	3.5
4	65	5
4	10	4
4	82	4.5
4	126	4.5
4	30	3.5
4	125	5
4	38	3
4	53	4
4	121	4.5
4	73	4
4	36	3.5
4	130	4
4	103	4
4	118	5
4	88	4
4	59	2.5
4	140	3.5
4	75	3
4	136	3.5
4	33	2.5
4	132	3
4	143	4.5
4	24	4.5
4	105	3.5
4	60	3.5
4	134	3.5
4	58	4.5
